edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
nbk0017638,"pratique (la) universelle, pour la rénovation des terriers et des droits seigneuriaux","La Poix de Fréminville, Edme (Primary)","","","",Pseudo,Edition not located; several published with these details. The title and author updated after Worldcat [OCLC 562054754].,nbk0016877,"pratique (la) universelle, pour la rénovation des terriers et des droits seigneuriaux","La Poix de Fréminville, Edme (Primary)","","","",Pseudo,Edition not located; several published with these details. The title and author updated after Worldcat [OCLC 562054754].,1,1
nbk0018003,Antiquité (l') expliquée et representée en figures,"Montfaucon, Bernard de (Primary)","","","",Pseudo,Edition not identified.,nbk0016893,Antiquité (l') expliquée et representée en figures,"Montfaucon, Bernard de (Primary)","","","",Pseudo,The title updated after Worldcat [OCLC 473674362].,1,1
nbk0016941,Praefationes in Acta Sancorum Ordinis Sancti Benedicti conjunctim editae,"Mabillon, Jean (Primary)","","","",Pseudo,The title and number of volumes updated after Worldcat [OCLC 919953230].,nbk0016940,Praefationes in Acta Sancorum Ordinis Sancti Benedicti conjunctim editae,"Mabillon, Jean (Primary)","","","",Pseudo,The title and number of volumes updated after Worldcat [OCLC 879245509].,1,1
nbk0016955,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,nbk0016954,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,1,1
nbk0017169,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,"The title and author, updated after Worldcat.",nbk0016954,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,1,1
nbk0018389,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,nbk0016954,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,1,1
nbk0017169,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,"The title and author, updated after Worldcat.",nbk0016955,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,1,1
nbk0018389,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,nbk0016955,"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté","Raulin, Joseph (Primary)","","","",Pseudo,All information after source data. Edition not identified; several published.,1,1
nbk0017346,Histoire de Venise,,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0016971,Histoire de Venise,,"","","",Pseudo,Superbook not identified. The number of volumes updated for purposes of calculations.,1,1
nbk0017760,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,The number of volumes updated for purposes of calculation [OCLC  	56249092].,nbk0016990,[Oeuvres de Voltaire],,n.pl.,"","",Pseudo,"Edition not identified. For purposes of calculations, number of volumes updated.",1,1
nbk0016996,Lettre a un ami,,"","","",Pseudo,The number of volume updated for purposes of calculations.,nbk0016995,Lettre a un ami,,"","","",Pseudo,The number of volume updated for purposes of calculations.,1,1
nbk0017075,Succes (les) d'un fat,"Abeille de Kéralio, Marie-Françoise (Primary)","","","",Pseudo,Edition not identified; two located.,nbk0016997,Succes (les) d'un fat,"Abeille de Kéralio, Marie-Françoise (Primary)","","","",Pseudo,"Edition not identified; two located. The title, author, number of volumes updated after Worldcat.",1,1
nbk0017253,[Dictionnaire de Jurisprudence],,"","","",Pseudo,Superbook not identified. All information after source data.,nbk0017010,[Dictionnaire de Jurisprudence],,"","","",Pseudo,Superbook not identified. All information after source data.,1,1
nbk0019567,Nouvelle et parfaite grammaire françoise et allemande,"Poitevin, François Louis (Primary)","","","",Pseudo,Edition not identified; several produced. The number of volumes updated for purposes of calculation;.,nbk0017016,Nouvelle et parfaite grammaire françoise et allemande,"Poitevin, François Louis (Primary)","","","",Pseudo,Edition not identified; several produced.,1,1
nbk0017154,Observateur (l') Hollandois,"Moreau, Jacob Nicolas (Primary)","","","",Pseudo,"Edition not identified. The author after Worldcat. The number of volumes updated after WOrldcat [OCLC  	19285552]. Worldcat says ' 	Published irregularly. Letters 1-7 dated 1755; letters. 8-17 dated 1756; letters. 18-35 dated 1757; letters. 36-44 dated 1758; letters. 45-46 dated 1759.
According to the Bibliothe?que nationale, published by Jean Desaint and Charles Saillant.
Each letter has separate title-page, pagination, and signatures, except for letter no. 23, which is in two separately published parts'.",nbk0017021,Observateur (l') Hollandois,"Moreau, Jacob Nicolas (Primary)","","","",Pseudo,Edition not identified. The author after Worldcat.,1,1
nbk0017040,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017039,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017041,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017039,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017379,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017039,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017041,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017040,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017379,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017040,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017379,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,nbk0017041,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],"Hontheim, Justin von (Primary)","","","",Pseudo,The title and author updated after Worldcat. Several edition published.,1,1
nbk0017490,Contes philosophiques et moraux,"La Dixmerie, Nicolas Bricaire [de] (Primary)",n.pl.,"","",Pseudo,"Attribution - edition not identified, several produced.",nbk0017060,Contes philosophiques et moraux,"La Dixmerie, Nicolas Bricaire [de] (Primary)",n.pl.,"","",Pseudo,"Attribution - edition not identified, several produced.",1,1
nbk0017171,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)",Lyon,"",Pierre Duplain,Pseudo,"The title, author, place, and published updated after WOrldcat [OCLC  	551318576].",nbk0017094,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)",Lyon,"",Pierre Duplain,Pseudo,"The title, author, place, and published updated after WOrldcat [OCLC  	551318576].",1,1
nbk0017571,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)","","","",Pseudo,"The full title, author, place, publisher and number of volumes, updated after Worldcat [OCLC  	491378781].",nbk0017094,Corps (des) politiques et de leurs gouvernements,"Lavie, Jean Charles [de] (Primary)",Lyon,"",Pierre Duplain,Pseudo,"The title, author, place, and published updated after WOrldcat [OCLC  	551318576].",1,1
nbk0017489,Esprit (l') de l'Encyclopédie,"La Porte, Joseph [de] (Primary)","","","",Pseudo,Edition not located; several published. The author updated after Worldcat.,nbk0017095,Esprit (l') de l'Encyclopédie,"La Porte, Joseph [de] (Primary)","","","",Pseudo,Edition not located; several published. The author updated after Worldcat.,1,1
nbk0018394,"Silvain: comédie en un acte, mêlée d'ariettes","Marmontel, Jean-François (Primary)","","","",Pseudo,"The title and author, after Worldcat [OCLC 827087400].",nbk0017097,"Silvain: comédie en un acte, mêlée d'ariettes","Marmontel, Jean-François (Primary)",Paris,"",Joseph Merlin,Pseudo,"The title and author, after Worldcat [OCLC 827087400]. Several editions by Merlin: 1770, 1773, 17741778
Worldcat says ' 	Libretto by Marmontel after Gessner's Erast; first performed in Paris at the The?a?tre de l'Ho?tel de Bourgogne; alternate orthography of title: Sylvain. Cf. Wild.
""Le prix est de 24 sols avec la musique.""
Includes title vignette, head- and tail-pieces.
""Acteurs""--T.p. verso; includes performers; lists M. Trial in role of Dolmon; lists Madame Trial in role of Pauline.
""Ariettes de Silvain""--Page [1]-8 at end; includes music (set in movable type).",1,1
nbk0018393,"Lucile, comédie en un acte mêlée d'ariette","Marmontel, Jean-François (Primary)","","","",Pseudo,"The title updated after Worldcat [OCLC  	680453901]. 
Edition from 1769, 1770, 1772, 1774.
Worldcat says 'Libretto by Marmontel; music by Grétry.",nbk0017098,"Lucile, comédie en un acte mêlée d'ariette","Marmontel, Jean-François (Primary)",Paris,"",Joseph Merlin,Pseudo,"The title, author, place and publisher, updated after Worldcat [OCLC  	680453901]. 
Edition from 1769, 1770, 1772, 1774.
Worldcat says 'Libretto by Marmontel; music by Grétry.",1,1
nbk0018043,"bergere (la) des alpes: pastorales en 3 actes, et en vers, mêlée de chant","Marmontel, Jean-François (Primary)","","","",Pseudo,"The title, author updated after Worldcat [OCLC 936725458].
Editions published in 1764, 1766 and 1770.",nbk0017100,"bergere (la) des alpes: pastorales en 3 actes, et en vers, mêlée de chant","Marmontel, Jean-François (Primary)",Paris,"",Joseph Merlin,Pseudo,"The title, author, place, and publisher, updated after Worldcat [OCLC 936725458].
Editions published in 1764 and 1766.",1,1
