,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,latitude,longitude,notes
pq573,FOUGÈRES,NULL,FOUGÈRES,Rennes,France,Ille-et-Vilaine,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 21' 0'',W 1° 12' 0'',ID notes for Confiscations Registers data: After geonames. A bookselling town. Bookseller listed as Le Meunier Gaudiniere - presumably two people - in 1781 Almanach de la Librairie.
pq574,GARAT,Garrat,GARAT,Limoges,France,Charente,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 45° 38' 0'',E 0° 16' 0'',ID notes for Confiscations Registers data: Only place called Garrat or Garat in France in Geonames. Population 846 in 1793 (wikipedia)
pq575,GIVET,NULL,GIVET,Valenciennes,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 50° 8' 16'',E 4° 49' 31'',"ID notes for Confiscations Registers data: Commune in Ardennes on Franco-Belgian border: 50°08?20?N 4°49?30?E. Had a population of 4,100 in 1793. Bookselling town according to 1781 Almanach de la Librairie with one bookseller Denis Flon. Appears to be a mapping problem in Wikipedia and FBTEE maps in that Givet and other parts of southern Valenciennes shown as Chalons. "
pq576,"GRAVELLE, La",La Gravelle,"GRAVELLE, La",Tours,France,Mayenne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 4' 22'',W 1° 0' 58'',"ID notes for Confiscations Registers data: Almost certainly La Gravelle in the Mayenne (Pays de la Loire) listed, in geonames, which was historically a frontier and advance position just two km inside France from the Breton border (and today a peage on the autoroute) and crucially - presumably - an internal customs post, on the Rennes to Le Mans road. Population in 1793 was 500, but has fallen since. The final three (of 11) confiscations from this place, all in 1789, were associated with the Parlement / Third Estate of Britanny, and further research may show other titles / editions are linked. Thus, this La Gravelle overwhelmingly likely and preferred over the historical commune of La Gravelle in Calvados, between Falaise and Lisieux (about 20 km from each), which is on the road from Caen to Versailles and Paris and is now part of the commune of Montviette. A smaller place now, the (Montviette) population in 1793 was 474."
pq577,HÉRICOURT,NULL,HÉRICOURT,Strasbourg,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 47° 34' 23'',E 6° 45' 41'',ID notes for Confiscations Registers data: After Geonames. Second town of its departement after Vesoul; other settlements of same only have tiny populations. However it was not a centre for printing or bookselling.
pq578,JOUQUES,NULL,JOUQUES,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 38' 15'',E 5° 38' 24'',ID notes for Confiscations Registers data: Geonames only candidate: community of 1700 people in 1793 (Wikipedia).
pq580,LONGERAY,Longeret; Longerai; Longueray,LONGERAY,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 6' 57'',E 5° 53' 4'',"ID notes for Confiscations Registers data: Located in Rhone valley 5 km from Genevan border on route from Geneva to Lyon - presumably site of customs post; Only place in Geonames matching any of multiple spellings: Longueray, Longeret"
pq581,MAUCHAMPS,Mauchamp,MAUCHAMPS,Paris,France,Essonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 31' 49'',E 2° 11' 40'',ID notes for Confiscations Registers data: Only match in Geonames
pq582,Mézières,Charleville-Mézières,Mézières,Châlons,France,Ardennes,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,,N 49° 45' 38'',E 4° 43' 7'',"ID notes for Confiscations Registers data: Geonames reference for 'Bureau de Poste ded Charleville-Mézières Hotel de Ville' which is at/ near the historic centre of Mézières. Although there are several Mézières of some size in Geonames, the most likely and significant is the town that now forms part of Charleville-Mézières (nb. Charleville is separate place with separate co-ordinates in this database). Title of at least one confiscation (in 1772) can be linked to the Ardennes area by subject, viz, 'Me?moire sur le despotisme des abbe?s de St. Hubert : et sur les innovations introduites dans ce monastere': the abbey of Saint Hubert was in the Ardennes. Institutions: The town was home to a military academy, the école du génie de Mézières (established in 1748)."
pq583,MOLLES,Molle,MOLLES,Moulins,France,Allier,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 6' 39'',E 3° 33' 41'',"ID notes for Confiscations Registers data: Molle in confiscation register; Molles in customs register. Only match in geonames, wikipedia. Population 690 in 1793."
pq584,MONTREUIL-sur-MER,NULL,MONTREUIL-sur-MER,Amiens,France,Pas de Calais,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 50° 28' 0'',E 1° 46' 0'',ID notes for Confiscations Registers data: Only place of this name
pq585,MOULINS,NULL,MOULINS,Moulins,France,Allier,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 34' 0'',E 3° 20' 0'',ID notes for Confiscations Registers data: Only Moulins in France in Geonames; a bookselling town with several listed dealers and a generalite named after it. Several smaller places with compound names.
pq586,NEUILLY-SUR-SEINE,Pont Neuilly; Neuilly,NEUILLY-SUR-SEINE,Paris,France,Hauts-de-Seine,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 53' 4'',E 2° 16' 10'',"ID notes for Confiscations Registers data: Most likely place of this name in Geonames, with a population of around 2,400 in 1793, though more usually known before revolution as Pont Neuilly. Other main possibility is rural village of Neuilly-sur-Marne (incorporating) Neuilly-Plaisance on other side of Paris, population approx. 600. The sole confiscation in the register relates to a pamphlet memoire of Lally-Tollendal, of which several appeared around this time, mostly with Paris imprints (though also Rouen and Dijon). Wikipedia lists 25 communities called Neuilly in France - none in vicinity of Rouen and only one in Cote d'Or, a tiny settlement (pop 173 in 1793) on Paris side of Dijon."
pq587,NIORT,NULL,NIORT,Poitiers,France,Deux-Sèvres,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 19' 23'',W 0° 27' 31'',"ID notes for Confiscations Registers data: only place-match  in Geonames. Bookselling town with one printer-bookseller, P. Elies listed in 1781 'Almanach de la librairie'."
pq588,PÉRIGUEUX,NULL,PÉRIGUEUX,Bordeaux,France,Dordogne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 45° 11' 0'',E 0° 43' 0'',"ID notes for Confiscations Registers data: Only match in Geonames for populated place. Listed as bookselling town in 1781 Almanach de la Librairie, with printer bookseller Arnaud Dalvy and bookseller Pierre Labonne Dubreuil."
pq589,Pérouse,NULL,Pérouse,Strasbourg,France,Belfort (territoire de),France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 47° 38' 12'',E 6° 53' 30'',ID notes for Confiscations Registers data: Only match in Geonames for populated place.
pq590,PERPIGNAN,NULL,PERPIGNAN,Perpignan,France,Pyrénées-Orientales,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,,N 42° 41' 51'',E 2° 53' 43'',"ID notes for Confiscations Registers data: Only match in Geonames. Bookselling town with two printers and two booksellers listed in 1781 Almanach de la Librairie. Institutions: Technically Perpignan had a Conseil Superieur (founded 1660), rather than a Parlement, but functions were effectively similar. The University of Perpignan dates from 1349. The University was closed during the Revolution in 1794, and only refounded in 1971. There was also a military engineering school founded under Louis XIV."
pq591,PIERRY,NULL,PIERRY,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 1' 12'',E 3° 56' 26'',"ID notes for Confiscations Registers data: Only match in geonames. Position near Epernay seems in right general direction from Paris to Bouillon, to whence the only consignment associated with this place was to be returned."
pq592,PROVINS,NULL,PROVINS,Paris,France,Seine-et-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 33' 0'',E 3° 18' 0'',"ID notes for Confiscations Registers data: Only match in Geonames. Bookselling town with one bookseller, Louis Michelin, listed in 1781 Almanach de la Librairie."
pq593,"QUESNOY, Le",Le Quesnoy,"QUESNOY, Le",Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 50° 14' 52'',E 3° 38' 11'',"ID notes for Confiscations Registers data: presumably Le Quesnoy, main settlement of that name in France: Geonames. Bookselling town with one bookseller, Andre Barbotin, listed in 1781 Almanach de la Librairie."
pq594,RAMBOUILLET,NULL,RAMBOUILLET,Paris,France,Yvelines,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 39' 0'',E 1° 50' 0'',
pq595,RONCHAMP,NULL,RONCHAMP,Besançon,France,Haute-Saone,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 47° 42' 2'',E 6° 38' 9'',"ID notes for Confiscations Registers data: Mining town in Burgundy-Franche-Comte region in Haute-Saone, between Vosges and Jura mountains 7°42?03?N 6°38?02?E: On route from Basle and Belfort to Paris (and perhaps Porrentruy also; and near Montbeliard border). Works coming from Ronchamps include large numbers of an almanach entitled 'Messager Boiteux de Basle', across several years, which appears to confirm identification. "
pq596,"ROULE, Le","Le Roule, Le Roulle","ROULE, Le",Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 22' 47'',E 1° 26' 46'',"ID notes for Confiscations Registers data: Appears to be Le Roule, part of Villers-sur-le-Roule, in Eure department of Normandy, on banks of the Seine. This also  fits to come extent geographically with imprint details for books in the sole consignment from Le Roule: 'Les Grands objets de la foi, ou les Myste?res, odes chantantes de?die?es a? Madame Louise-Marie de France', Avranches, of which the only edition in worldcat was indeed the 1774 Avranches edition published by Lecourt. Only other possible match in Geonames is Le Roulle in Haute-Vienne."
pq597,SAINT CLOUD,St Cloud,SAINT CLOUD,Paris,France,Hauts-de-Seine,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 50' 45'',E 2° 12' 10'',ID notes for Confiscations Registers data: only significant match in Geonames
pq598,SAINT-AMAND-LES-EAUX,St Amand; Saint-Armand,SAINT-AMAND-LES-EAUX,Valenciennes,France,Nord,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 50° 26' 49'',E 3° 25' 50'',"ID notes for Confiscations Registers data: Significant town across the Belgian frontier, opposite Tournay, the place of publication of the only edition of the only confiscated work linked to Saint-Amand in the confiscation registers, viz 'La Theorie et pratique des marchands' i.e. 'La the?orie et la pratique de l'arithme?tique des marchands, ouvrage utile a? ceux qui veulent apprendre cette science sans le secours des mai?tres' (Tournai: de l'impr. de Adrien Serre?, 1773). Population around 8,000 in Napoleonic era. "
pq599,SAINT-DENIS-lès-SENS,St Denis,SAINT-DENIS-lès-SENS,Burgundy,France,Yonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 13' 41'',E 3° 15' 58'',"ID notes for Confiscations Registers data: Tentative identification. Content of sole confiscation associated with this St Denis links it to village of Cevannes, Burgundy (Yonne), home to Dupont de Nemours, since the confiscation related to St Denis is 'Instruction pour la paroisse de Chevannes pour ses deputes au bailliage de Nemours'. The most obvious candidate is therefore Saint-Denis-le-Sens [in C18 known merely as Saint-Denis], just North of printing centre of Sens on road/river route north (also both in the Yonne)."
pq600,SAINTE MENEHOULD,Sainte Menehoult; Ste Menehoult; Ste Menehould,SAINTE MENEHOULD,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 5' 0'',E 4° 54' 0'',ID notes for Confiscations Registers data: sole geonames fit.
pq601,SAINT-GERMAIN-EN-LAYE,Saint-Germain ,SAINT-GERMAIN-EN-LAYE,Paris,France,Yvelines,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 54' 0'',E 2° 5' 0'',"ID notes for Confiscations Registers data: Clearly Saint-Germain-en-Laye intended by this reference, which relates to an confiscation independent of regular inspections."
pq602,SENLIS,NULL,SENLIS,Paris,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 12' 0'',E 2° 35' 0'',ID notes for Confiscations Registers data: Only major settlement with this name in France (Geonames)
pq603,Septèmes-les-Vallons,Septemes,Septèmes-les-Vallons,Provence,France,Bouches-du-Rhône,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 23' 54'',E 5° 21' 57'',ID notes for Confiscations Registers data: Only match in Geonames; population 598 in 1793.
pq604,TORCY,NULL,TORCY,Metz,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 41' 52'',E 4° 55' 38'',"ID notes for Confiscations Registers data: This Torcy has been, since 1846, a quartier of Sedan: it has a presence in Wikipedia but its only presence in Geonames is the Bureau de Poste de Sedan Torcy, which reference has been used in this database, though the customs post was probably to the East by the river and bridge. Torcy was the crossing point for large numbers of books and especially regular consignments of periodicals from Bouillon and also sometimes Liege. These included important periodicals published in Bouillon, notably the Journal encyclopedique and Almanach Physico-Economique. Lutton, associated with most of these, lived in Paris. Evidence that Torcy was a key border point is found in a letter of the Bouillon publisher of the Journal Encyclopedique, Pierre Rousseau, to the bookseller-publisher-pirate Cazin, dated 12 April 1760, cited by Belin (Le commerces des livres prohibes a Paris, 1750-1789, pp. 48-9): 'A l'égard des nouveautés que vous voudriez avoir des pays étrangers, le sieur Weissembruck, directeur de mon 
bureau, pourra vous les procurer assez commodément, y ayant ici un messager, qui va directement à Charleville [a town a few miles inland, today part of Charleville-Mézières] sans passer par Sedan ni Torcy'. This leaves no doubt that the Torcy intended by all or most of the confiscation records is the border crossing rather than any other place.
"
pq605,VERNON,NULL,VERNON,Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 5' 34'',E 1° 27' 48'',"ID notes for Confiscations Registers data: Much the largest and most likely place of this name in Geonames. Population over 4,000 in 1789."
pq606,VÉRY,Veri,VÉRY,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 14' 55'',E 5° 4' 3'',ID notes for Confiscations Registers data: Sole candidate in Geonames: Veri and Verey also checked. Veri on Guillaume de L'Isle map of Generality of Chalons (published in 1742 by Covens and Mortier: Rumsey collection). 
pq607,Villeneuve-lès-Avignon,Villeneuve lez Avignon,Villeneuve-lès-Avignon,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 43° 58' 6'',E 4° 47' 46'',ID notes for Confiscations Registers data: Directly across River from Avignon and entry point for works published or printed there.
pq608,VITRY-LE-FRANCOIS,Vitry,VITRY-LE-FRANCOIS,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 48° 44' 0'',E 4° 35' 0'',"ID notes for Confiscations Registers data: Identified through title of the sole work associated with this place in confiscation register, viz 'Essai du Manoeuvre de cavalerie' by Delaurens de Beaujen; sole edition listed in Worldcat bore imprint 'Vitry: Seneuze, Imprimeur de la Ville & du Colle?ge, 1775'. Data@bnf confirms that this is Joseph-Antoine Seneuze (1706-1785) who held position of 'imprimeur de la ville et du collège [de Vitry-le-François]'. "
pq609,FRANCE [Unidentified place],NULL,FRANCE [Unidentified place],null,France,null,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,Null,Null,"ID notes for Confiscations Registers data: Clearly Seve in both customs and confiscation registers. Place not definitively identified. Several candidates. Title of only book coming from Seve gives no clue. Could it be Sevres outside Paris? Imprint of Paris, veuve Duchesne suggests might be local to Paris."
pq610,MOREZ,Morey,MOREZ,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 46° 31' 31'',E 6° 1' 33'',"ID notes for Confiscations Registers data: 'Morey' is probably Morez, a small town en route from Lausanne (source of traceable books from Morey) to Paris. Consignments from 'Morey' generally have 'acquits' suggesting this is a frontier or postal way station. Again this fits Morez, which is about 4 km from the Swiss border on the route which leads from Lausanne through Nyon to the French border posts of La Cure, Les Rousses and finally Morez.  Alternative possibilities from Geonames and wikipedia are much smaller settlements and not on main routes or close to Swiss border. Name variant Moret (which does appear in database) also appears unlikely."
pq611,Plappeville,Pappeville,Plappeville,Metz,France,Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,N 49° 7' 48'',E 6° 7' 29'',"ID notes for Confiscations Registers data: No match in Geonames or Wikipedia, which suggests Plappeville, community (with C19 fort) outside Metz, population 403 in 1793. Spelling in both customs and confiscations registers is unambiguously Pappeville. Google earth directs to Plappeville."
